rating,playback_used,ebird_code,channels,date,pitch,duration,filename,speed,species,number_of_notes,title,secondary_labels,bird_seen,sci_name,location,latitude,sampling_rate,type,elevation,description,bitrate_of_mp3,file_type,volume,background,xc_id,url,country,author,primary_label,longitude,length,time,recordist,license,sample,label
3.0,yes,brdowl,1 (mono),2014-03-01,Not specified,23,XC168573.mp3,level,Barred Owl,Not specified,XC168573 Barred Owl (Strix varia),[],yes,Strix varia," West Boylston, Worcester County, Massachusetts",42.3849,44100 (Hz),"female, male",120 m,,144020 (bps),mp3,level,,168573,https://www.xeno-canto.org/168573,United States,Justin Lawson,Strix varia_Barred Owl,-71.7986,>10(s),22:00,Justin Lawson,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,brdowl/XC168573.npy,16
4.5,no,canwre,2 (stereo),2015-07-04,Not specified,48,XC255299.mp3,Not specified,Canyon Wren,Not specified,XC255299 Canyon Wren (Catherpes mexicanus),"['Amphispiza bilineata_Black-throated Sparrow', 'Salpinctes obsoletus_Rock Wren']",yes,Catherpes mexicanus," Palm Canyon, Kofa Mountains, Kofa National Wildlife Refuge, Yuma County, Arizona",33.3608,44100 (Hz),song,750 m,"Several singing birds in canyon with steep, tall cliffs.",128000 (bps),mp3,Not specified,Black-throated Sparrow (Amphispiza bilineata); Rock Wren (Salpinctes obsoletus),255299,https://www.xeno-canto.org/255299,United States,Eric Hough,Catherpes mexicanus_Canyon Wren,-114.0977,Not specified,09:00,Eric Hough,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,canwre/XC255299.npy,27
2.5,no,moudov,1 (mono),2013-03-09,both,45,XC161007.mp3,level,Mourning Dove,4-6,XC161007 Mourning Dove (Zenaida macroura),"['Agelaius phoeniceus_Red-winged Blackbird', 'Haemorhous mexicanus_House Finch']",no,Zenaida macroura," Croton Point Park, Croton, New York",41.1815,44100 (Hz),song,? m,,128000 (bps),mp3,level,Red-winged Blackbird (Agelaius phoeniceus); House Finch (Haemorhous mexicanus),161007,https://www.xeno-canto.org/161007,United States,Daniel Parker,Zenaida macroura_Mourning Dove,-73.8947,0-3(s),17:00,Daniel Parker,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,moudov/XC161007.npy,62
4.5,no,mallar3,2 (stereo),2018-06-23,Not specified,22,XC422654.mp3,Not specified,Mallard,Not specified,XC422654 Mallard (Anas platyrhynchos),"['Erithacus rubecula_European Robin', 'Certhia brachydactyla_Short-toed Treecreeper', 'Troglodytes troglodytes_Eurasian Wren']",yes,Anas platyrhynchos," Margem do Rio Minho, Vila Nova de Cerveira, Viana do Castelo",41.957,44100 (Hz),call,0 m,,128000 (bps),mp3,Not specified,European Robin (Erithacus rubecula); Short-toed Treecreeper (Certhia brachydactyla); Eurasian Wren (Troglodytes troglodytes),422654,https://www.xeno-canto.org/422654,Portugal,Jorge Leitão,Anas platyrhynchos_Mallard,-8.7464,Not specified,06:32,Jorge Leitão,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,mallar3/XC422654.npy,59
3.0,no,robgro,1 (mono),2016-05-03,Not specified,50,XC315087.mp3,Not specified,Rose-breasted Grosbeak,Not specified,XC315087 Rose-breasted Grosbeak (Pheucticus ludovicianus),[],yes,Pheucticus ludovicianus," Dover, Kent County, Delaware",39.1742,44100 (Hz),"male, song",10 m,,128000 (bps),mp3,Not specified,,315087,https://www.xeno-canto.org/315087,United States,Jerald R,Pheucticus ludovicianus_Rose-breasted Grosbeak,-75.5424,Not specified,14:00,Jerald R,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,robgro/XC315087.npy,77
2.0,no,hamfly,1 (mono),2017-06-02,Not specified,31,XC374044.mp3,Not specified,Hammond's Flycatcher,Not specified,XC374044 Hammond's Flycatcher (Empidonax hammondii),[],yes,Empidonax hammondii," Starsmore Discovery Center, El Paso County, Colorado",38.7909,48000 (Hz),call,1900 m,,320000 (bps),mp3,Not specified,,374044,https://www.xeno-canto.org/374044,United States,Matt Wistrand,Empidonax hammondii_Hammond's Flycatcher,-104.8652,Not specified,11:18,Matt Wistrand,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,hamfly/XC374044.npy,44
3.0,,purfin,1 (mono),2010-05-26,Not specified,104,XC157426.mp3,Not specified,Purple Finch,Not specified,XC157426 Purple Finch (Haemorhous purpureus),[],,Haemorhous purpureus," Humboldt, Saskatchewan",52.2,44100 (Hz),song,550 m,"Poor recording, but interesting songs including some slurred whistles that sound somewhat reminiscent of Purple Martin imitation (for example at 0:07).  Not sure if it actually is an imitation, but it sounds possible at least.",128000 (bps),mp3,Not specified,,157426,https://www.xeno-canto.org/157426,Canada,Ian Cruickshank,Haemorhous purpureus_Purple Finch,-105.12,Not specified,09:00,Ian Cruickshank,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,purfin/XC157426.npy,71
2.5,no,canwar,1 (mono),2003-03-25,Not specified,24,XC243291.mp3,Not specified,Canada Warbler,Not specified,XC243291 Canada Warbler (Cardellina canadensis),['Myioborus miniatus_Slate-throated Redstart'],yes,Cardellina canadensis, Zamora-Chinchipe: Río Bombuscaro,-4.108,44100 (Hz),song,1000 m,Humid forest. Reference: A 84-87 (WilcanQ1). Krabbe & Nilsson (2003) (ISBN 90-75838-06-9).,128000 (bps),mp3,Not specified,Slate-throated Whitestart (Myioborus miniatus),243291,https://www.xeno-canto.org/243291,Ecuador,Niels Krabbe,Cardellina canadensis_Canada Warbler,-78.964,Not specified,09:25:00 AM,Niels Krabbe,Creative Commons Attribution-ShareAlike 4.0,canwar/XC243291.npy,26
5.0,no,cangoo,2 (stereo),2014-01-24,level,19,XC165398.mp3,level,Canada Goose,1-3,XC165398 Canada Goose (Branta canadensis),[],yes,Branta canadensis," Boulder, Colorado",40.016,44100 (Hz),call,1600 m,"A large flock of Canada Geese taking off. I believe most of the birds in this flock were parvipes (""Lesser"") Canada Geese, but there were also larger (subspecies moffitti?) Canada Geese and a few Cackling Geese (several of the subspecies hutchinsii and possibly one of the subspecies minima) in the general vicinity. 

In the old days this would have been an ""obvious"" or ""easy"" flock of ""Canada Geese."" Now we're dealing with perhaps two species and probably two or three subspecies in the recording. Again, I believe most of the birds audible here are parvipes (""Lesser"") Canada Geese.",320000 (bps),mp3,level,,165398,https://www.xeno-canto.org/165398,United States,Ted Floyd,Branta canadensis_Canada Goose,-105.2765,0-3(s),09:30,Ted Floyd,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,cangoo/XC165398.npy,25
3.0,,robgro,2 (stereo),2014-05-10,both,90,XC177833.mp3,level,Rose-breasted Grosbeak,7-20,XC177833 Rose-breasted Grosbeak (Pheucticus ludovicianus),[],,Pheucticus ludovicianus," Yard, Croton, New York",41.1987,44100 (Hz),"call, song",? m,bird-seen:no,128000 (bps),mp3,level,,177833,https://www.xeno-canto.org/177833,United States,Daniel Parker,Pheucticus ludovicianus_Rose-breasted Grosbeak,-73.8832,3-6(s),07:30,Daniel Parker,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,robgro/XC177833.npy,77
2.5,no,westan,2 (stereo),2014-07-29,Not specified,34,XC288443.mp3,Not specified,Western Tanager,Not specified,XC288443 Western Tanager (Piranga ludoviciana),"[""Melozone aberti_Abert's Towhee"", 'Sayornis nigricans_Black Phoebe', 'Zenaida asiatica_White-winged Dove', ""Callipepla gambelii_Gambel's Quail""]",yes,Piranga ludoviciana," Pintail Slough, Havasu NWR, Mohave County, Arizona",34.8464,22050 (Hz),call,140 m,"High pass and low pass filter ran and amplified. Along a marshy canal with cottonwoods and mesquite planted on the edges otherwise surrounded by ag fields. The Abert's Towhees in the background are the same as XC288434 and XC288439, while the Black Phoebe is the same as XC288428.",128000 (bps),mp3,Not specified,Abert's Towhee (Melozone aberti); Black Phoebe (Sayornis nigricans); White-winged Dove (Zenaida asiatica); Gambel's Quail (Callipepla gambelii),288443,https://www.xeno-canto.org/288443,United States,David Vander Pluym,Piranga ludoviciana_Western Tanager,-114.5233,Not specified,08:10,David Vander Pluym,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,westan/XC288443.npy,91
4.5,no,rebnut,2 (stereo),2019-04-28,Not specified,21,XC479768.mp3,Not specified,Red-breasted Nuthatch,Not specified,XC479768 Red-breasted Nuthatch (Sitta canadensis),['Spinus pinus_Pine Siskin'],yes,Sitta canadensis," Thompson-Nicola E (near  70 Mile House), Thompson-Nicola, British Columbia",51.3142,44100 (Hz),"slow song, song",1100 m,Recording normalized to -3 dB.,320000 (bps),mp3,Not specified,Pine Siskin (Spinus pinus),479768,https://www.xeno-canto.org/479768,Canada,Sunny Tseng,Sitta canadensis_Red-breasted Nuthatch,-121.8012,Not specified,14:30,Sunny Tseng,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,rebnut/XC479768.npy,72
4.5,no,bkcchi,1 (mono),2014-06-25,Not specified,67,XC206088.mp3,Not specified,Black-capped Chickadee,Not specified,XC206088 Black-capped Chickadee (Poecile atricapillus),"['Leiothlypis celata_Orange-crowned Warbler', 'Turdus migratorius_American Robin', 'Vireo gilvus_Warbling Vireo']",yes,Poecile atricapillus," Nature Conservancy South Fork Preserve, San Miguel County, Colorado",37.8951,48000 (Hz),call,2500 m,"Tinkly calls and chick-a-dee notes interspersed, given from tall willow grove near boardwalk and observation platform.",128000 (bps),mp3,Not specified,Orange-crowned Warbler (Leiothlypis celata); American Robin (Turdus migratorius); Warbling Vireo (Vireo gilvus),206088,https://www.xeno-canto.org/206088,United States,Eric DeFonso,Poecile atricapillus_Black-capped Chickadee,-107.9069,Not specified,09:20,Eric DeFonso,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,bkcchi/XC206088.npy,10
3.0,no,brnthr,2 (stereo),2016-05-11,level,40,XC316044.mp3,level,Brown Thrasher,Not specified,XC316044 Brown Thrasher (Toxostoma rufum),[],yes,Toxostoma rufum," Sharon, Norfolk County, Massachusetts",42.0846,44100 (Hz),song,70 m,"Singing from near top of tree, ~25 feet high. Habitat: shrubby with a few trees near parking lot and sports field. Clipped 12 seconds off of start of recording to eliminate a passing car.",140437 (bps),mp3,level,,316044,https://www.xeno-canto.org/316044,United States,John Baur,Toxostoma rufum_Brown Thrasher,-71.2109,0-3(s),18:27,John Baur,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,brnthr/XC316044.npy,18
5.0,no,pinsis,2 (stereo),2018-12-27,Not specified,71,XC447658.mp3,Not specified,Pine Siskin,Not specified,XC447658 Pine Siskin (Spinus pinus),[],yes,Spinus pinus," Lacey Township, Ocean County, New Jersey",39.8537,48000 (Hz),call,10 m,Flock of 160 Pine Siskins at feeders in yard. This species has been present at this location in increasing numbers for a month.,128000 (bps),mp3,Not specified,,447658,https://www.xeno-canto.org/447658,United States,Amy Davis,Spinus pinus_Pine Siskin,-74.2059,Not specified,07:30,Amy Davis,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,pinsis/XC447658.npy,70
3.0,no,evegro,2 (stereo),2017-05-13,Not specified,24,XC385780.mp3,Not specified,Evening Grosbeak,Not specified,XC385780 Evening Grosbeak (Hesperiphona vespertina),[],yes,Hesperiphona vespertina," Walton Ranger Station, Essex, Flathead County, Montana",48.2736,48000 (Hz),call,1100 m,Recording amplified. High pass filter 6db.,320309 (bps),mp3,Not specified,,385780,https://www.xeno-canto.org/385780,United States,Thomas Magarian,Coccothraustes vespertinus_Evening Grosbeak,-113.6025,Not specified,12:53,Thomas Magarian,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,evegro/XC385780.npy,39
2.5,no,btnwar,1 (mono),1993-05-15,Not specified,42,XC134014.mp3,Not specified,Black-throated Green Warbler,Not specified,XC134014 Black-throated Green Warbler (Setophaga virens),['Catharus fuscescens_Veery'],yes,Setophaga virens," Pequonnock watershead, Passic Co., NJ",41.102,44100 (Hz),song,320 m,Natural songs from a territorial bird in hemlock-dominated glen amid deciduous forest.,128000 (bps),mp3,Not specified,Veery (Catharus fuscescens),134014,https://www.xeno-canto.org/134014,United States,Dan Lane,Setophaga virens_Black-throated Green Warbler,-74.437,Not specified,?,Dan Lane,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,btnwar/XC134014.npy,19
2.5,no,canwar,2 (stereo),2013-05-22,both,232,XC134540.mp3,level,Canada Warbler,7-20,XC134540 Canada Warbler (Cardellina canadensis),['Thryothorus ludovicianus_Carolina Wren'],no,Cardellina canadensis," Yard, Croton, New York",41.1987,44100 (Hz),"call, song",? m,Recorded out my window. Rare? Migrant?,128000 (bps),mp3,level,Carolina Wren (Thryothorus ludovicianus),134540,https://www.xeno-canto.org/134540,United States,Daniel Parker,Cardellina canadensis_Canada Warbler,-73.8832,0-3(s),6:30,Daniel Parker,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,canwar/XC134540.npy,26
3.0,yes,brdowl,2 (stereo),2016-04-03,Not specified,78,XC310200.mp3,Not specified,Barred Owl,Not specified,XC310200 Barred Owl (Strix varia),[],yes,Strix varia, Ivy Creek Natural Area,38.0915,44100 (Hz),call,150 m,daytime response to imitation of call,128000 (bps),mp3,Not specified,,310200,https://www.xeno-canto.org/310200,United States,Ross Gallardy,Strix varia_Barred Owl,-78.4939,Not specified,08:30,Ross Gallardy,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,brdowl/XC310200.npy,16
2.5,no,annhum,2 (stereo),2013-02-07,Not specified,24,XC121435.mp3,Not specified,Anna's Hummingbird,Not specified,XC121435 Anna's Hummingbird (Calypte anna),"[""Melozone aberti_Abert's Towhee"", 'Melanerpes uropygialis_Gila Woodpecker', 'Colaptes auratus_Northern Flicker', ""Thryomanes bewickii_Bewick's Wren""]",yes,Calypte anna," Bill Williams River NWR, Arizona",34.285,48000 (Hz),song,150 m,Adult male singing from the top of a low shrub.,128000 (bps),mp3,Not specified,Abert's Towhee (Melozone aberti); Gila Woodpecker (Melanerpes uropygialis); Northern Flicker (Colaptes auratus); Bewick's Wren (Thryomanes bewickii),121435,https://www.xeno-canto.org/121435,United States,Lauren Harter,Calypte anna_Anna's Hummingbird,-114.069,Not specified,09:15,Lauren Harter,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,annhum/XC121435.npy,5
3.0,no,hamfly,2 (stereo),2015-04-12,Not specified,24,XC236589.mp3,Not specified,Hammond's Flycatcher,Not specified,XC236589 Hammond's Flycatcher (Empidonax hammondii),[],no,Empidonax hammondii," Parque Nacional La Tigra (Jutiapa Centro de Visitantes), Francisco Morazan",14.2059,44100 (Hz),call,1900 m,,192000 (bps),mp3,Not specified,,236589,https://www.xeno-canto.org/236589,Honduras,Oliver Komar,Empidonax hammondii_Hammond's Flycatcher,-87.1158,Not specified,08:00,Oliver Komar,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,hamfly/XC236589.npy,44
3.0,no,yebfly,2 (stereo),2014-12-09,Not specified,37,XC206056.mp3,Not specified,Yellow-bellied Flycatcher,Not specified,XC206056 Yellow-bellied Flycatcher (Empidonax flaviventris),[],yes,Empidonax flaviventris, Parque Bicentenario,13.6947,48000 (Hz),call,850 m,,320000 (bps),mp3,Not specified,,206056,https://www.xeno-canto.org/206056,El Salvador,Walter Rivera,Empidonax flaviventris_Yellow-bellied Flycatcher,-89.2537,Not specified,15:48,Walter Rivera,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,yebfly/XC206056.npy,98
3.0,,purfin,1 (mono),2011-07-11,Not specified,84,XC157431.mp3,Not specified,Purple Finch,Not specified,XC157431 Purple Finch (Haemorhous purpureus),[],,Haemorhous purpureus," Mount Douglas Park, Victoria, British Columbia",48.49,44100 (Hz),song,110 m,A bit of House Finch song in background.,128000 (bps),mp3,Not specified,,157431,https://www.xeno-canto.org/157431,Canada,Ian Cruickshank,Haemorhous purpureus_Purple Finch,-123.344,Not specified,09:00,Ian Cruickshank,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,purfin/XC157431.npy,71
5.0,no,bkcchi,2 (stereo),2013-06-23,both,24,XC139603.mp3,level,Black-capped Chickadee,1-3,XC139603 Black-capped Chickadee (Poecile atricapillus),[],yes,Poecile atricapillus," Appalachian Trail, near New Found Gap, Sevier, Tennessee",35.6151,44100 (Hz),song,1700 m,,128000 (bps),mp3,level,,139603,https://www.xeno-canto.org/139603,United States,Mike Nelson,Poecile atricapillus_Black-capped Chickadee,-83.4151,0-3(s),08:30,Mike Nelson,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,bkcchi/XC139603.npy,10
3.0,no,louwat,2 (stereo),2015-10-22,Not specified,48,XC308803.mp3,Not specified,Louisiana Waterthrush,Not specified,XC308803 Louisiana Waterthrush (Parkesia motacilla),[],no,Parkesia motacilla," Parque Los Colomos, Guadalajara, Jalisco",20.7085,44100 (Hz),call,1600 m,,256000 (bps),mp3,Not specified,,308803,https://www.xeno-canto.org/308803,Mexico,Jesper Bay Jacobsen,Parkesia motacilla_Louisiana Waterthrush,-103.3972,Not specified,09:30,Jesper Bay Jacobsen,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,louwat/XC308803.npy,56
3.0,no,olsfly,2 (stereo),2016-05-30,Not specified,84,XC320258.mp3,Not specified,Olive-sided Flycatcher,Not specified,XC320258 Olive-sided Flycatcher (Contopus cooperi),[],yes,Contopus cooperi," Loveland, Larimer County, Colorado",40.397,44100 (Hz),call,1500 m,Interference for river. Recording filtered. Habitat is open riparian deciduous forest along Big Thompson River.,192000 (bps),mp3,Not specified,,320258,https://www.xeno-canto.org/320258,United States,Nick Komar,Contopus cooperi_Olive-sided Flycatcher,-105.1056,Not specified,20:15,Nick Komar,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,olsfly/XC320258.npy,66
2.5,no,westan,2 (stereo),2016-01-03,Not specified,16,XC298044.mp3,Not specified,Western Tanager,Not specified,XC298044 Western Tanager (Piranga ludoviciana),"['Zenaida asiatica_White-winged Dove', 'Troglodytes aedon_House Wren', ""Cardellina pusilla_Wilson's Warbler""]",yes,Piranga ludoviciana," El Tizatillo, near Tegucigalpa",13.9641,44100 (Hz),call,1300 m,,192000 (bps),mp3,Not specified,White-winged Dove (Zenaida asiatica); House Wren (Troglodytes aedon); Wilson's Warbler (Cardellina pusilla),298044,https://www.xeno-canto.org/298044,Honduras,Alfonso Auerbach,Piranga ludoviciana_Western Tanager,-87.1881,Not specified,06:00,Alfonso Auerbach,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,westan/XC298044.npy,91
3.0,no,vesspa,2 (stereo),2015-05-10,Not specified,49,XC355234.mp3,Not specified,Vesper Sparrow,Not specified,XC355234 Vesper Sparrow (Pooecetes gramineus),[],yes,Pooecetes gramineus," Kevin Rim, Toole County, Montana",48.784,44100 (Hz),song,1200 m,Recording amplified.,320169 (bps),mp3,Not specified,,355234,https://www.xeno-canto.org/355234,United States,Thomas Magarian,Pooecetes gramineus_Vesper Sparrow,-112.0507,Not specified,10:29,Thomas Magarian,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,vesspa/XC355234.npy,88
3.0,no,rocpig,2 (stereo),2018-02-22,Not specified,20,XC500496.mp3,Not specified,Rock Dove,Not specified,XC500496 Rock Dove (Columba livia),[],no,Columba livia," Knott End-on-Sea, Fylde, Lancashire, England",53.9299,22050 (Hz),song,0 m,Feral Pigeon. Recorded using a Sony PCM-M10 digital audio recorder,160000 (bps),mp3,Not specified,,500496,https://www.xeno-canto.org/500496,United Kingdom,Chris Batty,Columba livia_Rock Pigeon,-2.9833,Not specified,08:28,Chris Batty,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,rocpig/XC500496.npy,78
3.0,,wilsni1,2 (stereo),2013-06-11,Not specified,286,XC164228.mp3,Not specified,Wilson's Snipe,Not specified,XC164228 Wilson's Snipe (Gallinago delicata),[],,Gallinago delicata," Foam Lake No. 276 (near  Leslie), Division No. 10, Saskatchewan",51.7772,44100 (Hz),winnowing,550 m,"Modifications: HPF 300 AMP 10.

bird-seen:no",128000 (bps),mp3,Not specified,,164228,https://www.xeno-canto.org/164228,Canada,Patrick Turgeon,Gallinago delicata_Wilson's Snipe,-103.5795,Not specified,22:00,Patrick Turgeon,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,wilsni1/XC164228.npy,95
2.0,no,westan,2 (stereo),2014-10-26,Not specified,18,XC200034.mp3,Not specified,Western Tanager,Not specified,XC200034 Western Tanager (Piranga ludoviciana),[],no,Piranga ludoviciana," Sacramento, Sacramento County, California",38.5632,48000 (Hz),call,10 m,Behind all the WSJA scolding are WETA calls,256000 (bps),mp3,Not specified,,200034,https://www.xeno-canto.org/200034,United States,Ed Pandolfino,Piranga ludoviciana_Western Tanager,-121.4444,Not specified,08:20,Ed Pandolfino,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,westan/XC200034.npy,91
3.0,,moudov,2 (stereo),2016-06-11,both,58,XC327045.mp3,level,Mourning Dove,4-6,XC327045 Mourning Dove (Zenaida macroura),[],,Zenaida macroura," Sal J. Prezioso Mountain Lakes Park, North Salem, New York",Not specified,44100 (Hz),song,? m,,176234 (bps),mp3,level,,327045,https://www.xeno-canto.org/327045,United States,Daniel Parker,Zenaida macroura_Mourning Dove,Not specified,3-6(s),05:30,Daniel Parker,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,moudov/XC327045.npy,62
3.0,no,buhvir,1 (mono),2014-06-18,both,28,XC190061.mp3,level,Blue-headed Vireo,7-20,XC190061 Blue-headed Vireo (Vireo solitarius),[],no,Vireo solitarius," Beatton Provincial Park, British Columbia",56.327,44100 (Hz),song,700 m,Individual No 2,128000 (bps),mp3,both,,190061,https://www.xeno-canto.org/190061,Canada,Richard E. Webster,Vireo solitarius_Blue-headed Vireo,-120.9521,3-6(s),09:35,Richard E. Webster,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,buhvir/XC190061.npy,21
4.5,no,wewpew,2 (stereo),2019-08-24,Not specified,20,XC494255.mp3,Not specified,Western Wood Pewee,Not specified,XC494255 Western Wood Pewee (Contopus sordidulus),['Melanerpes formicivorus_Acorn Woodpecker'],yes,Contopus sordidulus," Coconino National Forest (near  Payson), Coconino County, Arizona",34.429,48000 (Hz),call,2300 m,"Sound Devices MixPre-3 Wildtronics Model #WTPMMSA 22” Parabolic Reflector, phoenixbirder@gmail.com",192000 (bps),mp3,Not specified,Acorn Woodpecker (Melanerpes formicivorus),494255,https://www.xeno-canto.org/494255,United States,Phoenix Birder,Contopus sordidulus_Western Wood-Pewee,-111.333,Not specified,06:50,Phoenix Birder,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,wewpew/XC494255.npy,92
5.0,yes,tuftit,1 (mono),2016-03-26,Not specified,19,XC407931.mp3,Not specified,Tufted Titmouse,Not specified,XC407931 Tufted Titmouse (Baeolophus bicolor),[],yes,Baeolophus bicolor, Watts Flats Wildlife Management Area,42.0317,48000 (Hz),song,440 m,,128000 (bps),mp3,Not specified,,407931,https://www.xeno-canto.org/407931,United States,Jim Berry,Baeolophus bicolor_Tufted Titmouse,-79.4345,Not specified,09:00,Jim Berry,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,tuftit/XC407931.npy,86
2.5,no,evegro,2 (stereo),2015-02-17,Not specified,19,XC277654.mp3,Not specified,Evening Grosbeak,Not specified,XC277654 Evening Grosbeak (Hesperiphona vespertina),['Haemorhous mexicanus_House Finch'],yes,Hesperiphona vespertina," Heber, Navajo County, Arizona",34.4175,44100 (Hz),call,2000 m,"Calls match Type 1 (=brooksi) spectrograms shown in Sewall et al. 2004. Harsh ""pew"" calls given by multiple individuals. Irruption year of this species across the state. Amplification, low and high-pass filters used in Audacity.",128000 (bps),mp3,Not specified,House Finch (Haemorhous mexicanus),277654,https://www.xeno-canto.org/277654,United States,Eric Hough,Coccothraustes vespertinus_Evening Grosbeak,-110.583,Not specified,11:00,Eric Hough,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,evegro/XC277654.npy,39
4.5,no,mallar3,2 (stereo),2017-01-21,Not specified,35,XC351834.mp3,Not specified,Mallard,Not specified,XC351834 Mallard (Anas platyrhynchos),['Parus major_Great Tit'],yes,Anas platyrhynchos," Fiskars, Raasepori, Uusimaa",60.1297,44100 (Hz),calls,10 m,Zoom H1+ Røde NTG-2,256000 (bps),mp3,Not specified,Great Tit (Parus major),351834,https://www.xeno-canto.org/351834,Finland,Eetu Paljakka,Anas platyrhynchos_Mallard,23.5432,Not specified,11:00,Eetu Paljakka,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,mallar3/XC351834.npy,59
2.5,no,caster1,2 (stereo),2016-06-12,level,40,XC322512.mp3,level,Caspian Tern,4-6,XC322512 Caspian Tern (Hydroprogne caspia),"['Andropadus importunus_Sombre Greenbul', 'Fulica cristata_Red-knobbed Coot']",yes,Hydroprogne caspia," Port Alfred, Western District, Eastern Cape",-33.6308,48000 (Hz),flight call,0 m,Bird seen calling while flying over a large water pan.,128000 (bps),mp3,level,Sombre Greenbul (Andropadus importunus); Red-knobbed Coot (Fulica cristata),322512,https://www.xeno-canto.org/322512,South Africa,Lynette Rudman,Hydroprogne caspia_Caspian Tern,26.5779,>10(s),09:00,Lynette Rudman,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,caster1/XC322512.npy,29
3.0,no,eawpew,2 (stereo),2013-10-19,Not specified,40,XC152279.mp3,Not specified,Eastern Wood Pewee,Not specified,XC152279 Eastern Wood Pewee (Contopus virens),[],yes,Contopus virens, Humedal Conejera,4.5834,44100 (Hz),call,2700 m,,192000 (bps),mp3,Not specified,,152279,https://www.xeno-canto.org/152279,Colombia,Oswaldo Cortes,Contopus virens_Eastern Wood-Pewee,-73.4834,Not specified,07:00,Oswaldo Cortes,Creative Commons Attribution-NonCommercial-ShareAlike 3.0,eawpew/XC152279.npy,38
3.0,,comgra,2 (stereo),2016-03-16,Not specified,258,XC325907.mp3,Not specified,Common Grackle,Not specified,XC325907 Common Grackle (Quiscalus quiscula),[],,Quiscalus quiscula," Stamford, Fairfield County, Connecticut",41.0536,44100 (Hz),"alarm call, call",0 m,playback-used:no,256026 (bps),mp3,Not specified,,325907,https://www.xeno-canto.org/325907,United States,Albert Lastukhin & Max Lastukhin ,Quiscalus quiscula_Common Grackle,-73.5443,Not specified,15:00,Albert Lastukhin & Max Lastukhin ,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,comgra/XC325907.npy,32
5.0,no,bushti,2 (stereo),2017-03-10,level,24,XC358701.mp3,level,American Bushtit,1-3,XC358701 American Bushtit (Psaltriparus minimus),[],yes,Psaltriparus minimus," Colorado (near  Lafayette), Boulder County, Colorado",39.9936,44100 (Hz),song,1600 m,"This is the vocalization that I believe corresponds to song in the species. A male teed up on a branch was giving this ""song"" continually.",231385 (bps),mp3,level,,358701,https://www.xeno-canto.org/358701,United States,Ted Floyd,Psaltriparus minimus_Bushtit,-105.0897,0-3(s),12:59,Ted Floyd,Creative Commons Attribution-NonCommercial-ShareAlike 4.0,bushti/XC358701.npy,23
2.5,no,canwar,1 (mono),2007-03-31,Not specified,37,XC250587.mp3,Not specified,Canada Warbler,Not specified,XC250587 Canada Warbler (Cardellina canadensis),"['Arremon aurantiirostris_Orange-billed Sparrow', 'Phylloscartes gualaquizae_Ecuadorian Tyrannulet', 'Myrmotherula brachyura_Pygmy Antwren']",no,Cardellina canadensis," Zamora-Chinchipe: 1-2 km W Shaimi, Nangaritza Valley",-4.3,44100 (Hz),"song, call",930-990 m,Clearing in humid forest,128000 (bps),mp3,Not specified,Orange-billed Sparrow (Arremon aurantiirostris); Ecuadorian Tyrannulet (Phylloscartes gualaquizae); Pygmy Antwren (Myrmotherula brachyura),250587,https://www.xeno-canto.org/250587,Ecuador,Niels Krabbe,Cardellina canadensis_Canada Warbler,-78.683,Not specified,07:15,Niels Krabbe,Creative Commons Attribution-ShareAlike 4.0,canwar/XC250587.npy,26
